id,rain,period,SUM(weather_info.Temperature_Comedor_Sensor),SUM(weather_info.Temperature_Habitacion_Sensor),SUM(weather_info.Weather_Temperature),SUM(weather_info.CO_Comedor_Sensor),SUM(weather_info.CO_Habitacion_Sensor),SUM(weather_info.Humedad_Comedor_Sensor),SUM(weather_info.Humedad_Habitacion_Sensor),SUM(weather_info.Lighting_Comedor_Sensor),SUM(weather_info.Lighting_Habitacion_Sensor),SUM(weather_info.Meteo_Exterior_Crepusculo),SUM(weather_info.Meteo_Exterior_Viento),SUM(weather_info.Meteo_Exterior_Sol_Oest),SUM(weather_info.Meteo_Exterior_Sol_Est),SUM(weather_info.Meteo_Exterior_Sol_Sud),SUM(weather_info.Meteo_Exterior_Piranometro),SUM(weather_info.Exterior_Entalpic_),SUM(weather_info.Exterior_Entalpic_.1),SUM(weather_info.Exterior_Entalpic_turbo),SUM(weather_info.Temperature_Exterior_Sensor),SUM(weather_info.Humedad_Exterior_Sensor),SUM(weather_info.Day_Of_Week),MIN(weather_info.Temperature_Comedor_Sensor),MIN(weather_info.Temperature_Habitacion_Sensor),MIN(weather_info.Weather_Temperature),MIN(weather_info.CO_Comedor_Sensor),MIN(weather_info.CO_Habitacion_Sensor),MIN(weather_info.Humedad_Comedor_Sensor),MIN(weather_info.Humedad_Habitacion_Sensor),MIN(weather_info.Lighting_Comedor_Sensor),MIN(weather_info.Lighting_Habitacion_Sensor),MIN(weather_info.Meteo_Exterior_Crepusculo),MIN(weather_info.Meteo_Exterior_Viento),MIN(weather_info.Meteo_Exterior_Sol_Oest),MIN(weather_info.Meteo_Exterior_Sol_Est),MIN(weather_info.Meteo_Exterior_Sol_Sud),MIN(weather_info.Meteo_Exterior_Piranometro),MIN(weather_info.Exterior_Entalpic_),MIN(weather_info.Exterior_Entalpic_.1),MIN(weather_info.Exterior_Entalpic_turbo),MIN(weather_info.Temperature_Exterior_Sensor),MIN(weather_info.Humedad_Exterior_Sensor),MIN(weather_info.Day_Of_Week),MAX(weather_info.Temperature_Comedor_Sensor),MAX(weather_info.Temperature_Habitacion_Sensor),MAX(weather_info.Weather_Temperature),MAX(weather_info.CO_Comedor_Sensor),MAX(weather_info.CO_Habitacion_Sensor),MAX(weather_info.Humedad_Comedor_Sensor),MAX(weather_info.Humedad_Habitacion_Sensor),MAX(weather_info.Lighting_Comedor_Sensor),MAX(weather_info.Lighting_Habitacion_Sensor),MAX(weather_info.Meteo_Exterior_Crepusculo),MAX(weather_info.Meteo_Exterior_Viento),MAX(weather_info.Meteo_Exterior_Sol_Oest),MAX(weather_info.Meteo_Exterior_Sol_Est),MAX(weather_info.Meteo_Exterior_Sol_Sud),MAX(weather_info.Meteo_Exterior_Piranometro),MAX(weather_info.Exterior_Entalpic_),MAX(weather_info.Exterior_Entalpic_.1),MAX(weather_info.Exterior_Entalpic_turbo),MAX(weather_info.Temperature_Exterior_Sensor),MAX(weather_info.Humedad_Exterior_Sensor),MAX(weather_info.Day_Of_Week),MEAN(weather_info.Temperature_Comedor_Sensor),MEAN(weather_info.Temperature_Habitacion_Sensor),MEAN(weather_info.Weather_Temperature),MEAN(weather_info.CO_Comedor_Sensor),MEAN(weather_info.CO_Habitacion_Sensor),MEAN(weather_info.Humedad_Comedor_Sensor),MEAN(weather_info.Humedad_Habitacion_Sensor),MEAN(weather_info.Lighting_Comedor_Sensor),MEAN(weather_info.Lighting_Habitacion_Sensor),MEAN(weather_info.Meteo_Exterior_Crepusculo),MEAN(weather_info.Meteo_Exterior_Viento),MEAN(weather_info.Meteo_Exterior_Sol_Oest),MEAN(weather_info.Meteo_Exterior_Sol_Est),MEAN(weather_info.Meteo_Exterior_Sol_Sud),MEAN(weather_info.Meteo_Exterior_Piranometro),MEAN(weather_info.Exterior_Entalpic_),MEAN(weather_info.Exterior_Entalpic_.1),MEAN(weather_info.Exterior_Entalpic_turbo),MEAN(weather_info.Temperature_Exterior_Sensor),MEAN(weather_info.Humedad_Exterior_Sensor),MEAN(weather_info.Day_Of_Week)
11,0,00:15,94.8733,95.26600000000002,45.46667,1104.192,1128.576,205.4027,215.97060000000002,57.847300000000004,65.9833,3.3379999999999996,0.0,0.0,0.0,0.0,-16.58,0,0,0,69.166,290.1359,15.0,18.7267,18.734,9.0,219.115,223.637,41.0133,43.152,11.5073,12.4353,0.65,0.0,0.0,0.0,0.0,-3.4466699999999997,0,0,0,13.522,57.472,3.0,19.238,19.3733,9.46667,222.229,227.50900000000001,41.152,43.2613,11.6867,13.6387,0.738,0.0,0.0,0.0,0.0,-3.18533,0,0,0,14.2667,58.496,3.0,18.97466,19.053200000000004,9.093334,220.8384,225.7152,41.08054,43.194120000000005,11.569460000000001,13.19666,0.6676,0.0,0.0,0.0,0.0,-3.316,0,0,0,13.8332,58.02718,3.0
12,0,01:30,91.7967,91.3233,42.86667,1111.051,1129.9089999999999,203.65869999999998,215.86399999999998,58.4834,66.5206,3.25,0.0,0.0,0.0,0.0,-16.31866,0,0,0,64.6853,287.2054,15.0,18.09,17.9533,8.0,221.515,225.237,40.6213,43.16,11.524000000000001,13.184000000000001,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,12.5453,57.3787,3.0,18.6073,18.5833,9.0,222.74099999999999,227.21099999999998,40.9627,43.2187,11.7847,13.5093,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,13.3787,57.5707,3.0,18.35934,18.26466,8.573334,222.2102,225.98179999999996,40.731739999999995,43.172799999999995,11.69668,13.304120000000001,0.65,0.0,0.0,0.0,0.0,-3.263732,0,0,0,12.937059999999999,57.44108,3.0
13,0,02:45,88.53790000000001,87.4686,37.2,1099.562,1103.041,202.61059999999998,215.168,58.124700000000004,67.188,3.294,0.7173333000000001,0.0,0.0,0.0,-15.848659999999999,0,0,0,61.0727,283.1225,15.0,17.4713,17.1553,7.0,216.373,216.928,40.3333,42.8507,11.4427,13.2653,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,12.072000000000001,56.0453,3.0,17.9553,17.8173,8.4,222.43200000000002,225.355,40.676,43.176,11.7847,13.8013,0.6940000000000001,0.508,0.0,0.0,0.0,-3.10733,0,0,0,12.398,57.3493,3.0,17.70758,17.49372,7.44,219.9124,220.60819999999998,40.522119999999994,43.0336,11.62494,13.4376,0.6588,0.14346666000000002,0.0,0.0,0.0,-3.1697319999999998,0,0,0,12.21454,56.6245,3.0
14,0,04:00,85.658,83.70130000000002,34.666669999999996,1067.02,1071.221,201.76389999999998,213.8213,58.5646,65.9847,3.25,2.898,0.0,0.0,0.0,-15.979339999999999,0,0,0,59.36,280.3787,15.0,16.904,16.4307,6.66667,211.168,212.672,40.312,42.648,11.6053,12.7607,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,11.7567,55.983999999999995,3.0,17.3667,17.0253,7.0,216.043,215.957,40.4253,42.8933,11.9473,13.427999999999999,0.65,1.298,0.0,0.0,0.0,-3.12,0,0,0,11.9873,56.1867,3.0,17.1316,16.740260000000003,6.933333999999999,213.404,214.2442,40.352779999999996,42.76426,11.71292,13.196940000000001,0.65,0.5796,0.0,0.0,0.0,-3.195868,0,0,0,11.872,56.075739999999996,3.0
15,0,05:15,83.07000000000001,80.2867,32.0,1054.464,1069.279,202.09059999999997,214.5761,58.3853,67.64410000000001,569.86233,0.0,0.0,0.0,0.0,-14.80733,0,0,0,57.066100000000006,283.4373,15.0,16.3927,15.8607,6.0,210.304,212.99200000000002,40.372,42.776,11.524000000000001,13.3467,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,11.1727,56.0907,3.0,16.83,16.2933,7.0,211.317,214.229,40.48,43.016000000000005,11.866,13.8507,499.723,0.0,0.0,0.0,0.0,-2.19667,0,0,0,11.6907,57.0773,3.0,16.614,16.05734,6.4,210.8928,213.8558,40.418119999999995,42.91522,11.67706,13.528820000000001,113.97246600000001,0.0,0.0,0.0,0.0,-2.961466,0,0,0,11.41322,56.68746,3.0
16,0,06:30,80.582,77.766,30.33333,1066.431,1087.1789999999999,202.1947,214.9547,95.9746,113.49600000000001,3072.491,0.127333,33155.358,185596.68,86594.904,392.8474,0,0,0,55.4453,282.3573,15.0,15.99,15.3773,6.0,211.093,214.49599999999998,40.348,42.84,11.6053,19.6253,611.84,0.0,150.528,2042.88,738.304,6.454,0,0,0,11.0,55.3573,3.0,16.282,15.74,6.33333,215.22099999999998,219.68,40.508,43.0853,21.5073,23.5507,617.408,0.127333,11285.8,62906.4,35655.7,164.304,0,0,0,11.2253,57.088,3.0,16.1164,15.5532,6.066666,213.2862,217.43579999999997,40.43894,42.99094,19.19492,22.6992,614.4982,0.0254666,6631.0716,37119.335999999996,17318.980799999998,78.56948,0,0,0,11.08906,56.47146,3.0
17,0,07:45,80.08739999999999,82.9779,42.6,1077.5040000000001,1092.79,203.8841,204.012,123.61599999999999,262.4867,3100.693,0.0,73013.3,366971.5,296307.4,1560.789,0,0,0,60.963300000000004,274.096,15.0,15.96,15.6793,7.0,215.21099999999998,216.928,40.556,39.98,21.166,26.528000000000002,618.773,0.0,12533.8,69208.7,44455.3,214.86900000000003,0,0,0,11.4613,53.9627,3.0,16.1227,17.3987,9.73333,215.872,219.53099999999998,40.9867,42.06399999999999,32.492,83.0133,621.547,0.0,17179.3,75882.5,73408.5,406.67699999999996,0,0,0,13.0093,56.2373,3.0,16.01748,16.59558,8.52,215.50080000000003,218.558,40.77682,40.8024,24.7232,52.497339999999994,620.1386,0.0,14602.66,73394.3,59261.48,312.1578,0,0,0,12.19266,54.8192,3.0
18,0,09:00,83.33800000000001,93.8414,65.9334,1086.4850000000001,1134.155,202.1813,192.4067,236.15200000000004,632.56,3115.627,1.571334,79638.5,370180.00000000006,442529.10000000003,2666.155,0,0,0,72.7266,278.72,15.0,16.246,17.7927,10.0,215.41299999999998,220.523,40.172,37.096,41.4173,107.493,622.357,0.0,13043.0,67125.2,79055.5,449.92,0,0,0,13.4953,54.1627,3.0,17.1213,19.8067,15.6667,219.808,233.90900000000002,40.9,39.62,51.9147,142.944,624.32,0.764667,18683.9,78654.1,95660.7,612.971,0,0,0,15.6,56.9333,3.0,16.6676,18.768279999999997,13.18668,217.29700000000003,226.831,40.43626,38.48134,47.23040000000001,126.51199999999999,623.1254,0.3142668,15927.7,74036.00000000001,88505.82,533.231,0,0,0,14.54532,55.74400000000001,3.0
19,0,10:15,90.38730000000001,106.26259999999999,91.66669999999999,1161.536,1772.181,202.9213,195.02530000000002,380.4693,611.664,3119.126,5.869333,53558.86,188535.5,477653.69999999995,3460.715,0,0,0,85.4593,263.9494,15.0,17.3767,20.3413,17.0,221.44,228.44799999999998,40.22,36.3373,53.9013,112.64,623.04,0.392,9640.96,19033.4,95425.9,641.6,0,0,0,16.0653,52.0427,3.0,18.76,21.836,19.0,243.90400000000002,448.469,41.0307,41.2693,81.7413,143.2,624.32,1.868,11896.1,58480.0,95649.8,741.12,0,0,0,18.03,53.416000000000004,3.0,18.077460000000002,21.252519999999997,18.33334,232.30720000000002,354.4362,40.58426,39.00506,76.09385999999999,122.33279999999999,623.8252,1.1738666,10711.772,37707.1,95530.73999999999,692.143,0,0,0,17.09186,52.789880000000004,3.0
20,0,11:30,100.00399999999999,108.5573,96.2,1628.0310000000002,1734.3890000000001,211.60410000000002,205.5173,407.432,664.346,3112.469,10.02134,63900.43000000001,60431.700000000004,476823.60000000003,3842.006,0,0,0,94.876,263.7359,15.0,19.122,21.424,19.0,267.189,265.952,41.836000000000006,39.4267,81.4213,116.67200000000001,622.144,1.81,9411.58,10092.5,95311.2,754.987,0,0,0,18.3747,52.0773,3.0,20.831999999999997,22.0573,19.7333,396.843,472.277,43.0747,42.1573,81.6613,142.56,623.04,2.25667,18976.8,15601.0,95431.3,776.6189999999999,0,0,0,19.5893,53.3893,3.0,20.000799999999998,21.71146,19.240000000000002,325.60620000000006,346.87780000000004,42.320820000000005,41.10346,81.4864,132.8692,622.4938,2.004268,12780.086000000001,12086.34,95364.72,768.4012,0,0,0,18.9752,52.74718,3.0
21,0,12:45,109.25059999999999,112.24539999999999,95.86659999999999,2157.333,2253.441,216.1067,216.57340000000002,405.9493,544.96,3108.2019999999998,9.98466,248588.9,45287.42999999999,472896.9,3728.086,0,0,0,102.87469999999999,265.23470000000003,15.0,21.215999999999998,22.1907,19.0,401.23699999999997,421.611,42.4773,42.6587,80.9227,94.976,620.48,1.90133,26528.4,8759.3,91799.6,712.4910000000001,0,0,0,19.9793,52.6907,3.0,22.3373,22.624000000000002,19.7333,445.80300000000005,475.051,44.2933,43.6587,81.3413,112.581,622.4,2.08933,72485.5,9640.96,95354.9,771.456,0,0,0,21.2107,53.2213,3.0,21.850119999999997,22.44908,19.173319999999997,431.4666,450.68819999999994,43.22134,43.31468,81.18986,108.992,621.6404,1.996932,49717.78,9057.485999999999,94579.38,745.6171999999999,0,0,0,20.574939999999998,53.046940000000006,3.0
22,0,14:00,113.7706,113.844,100.0,1609.558,1497.792,216.77339999999998,216.3173,289.952,325.4613,3099.84,9.07467,446737.1,47495.16,373315.0,3124.545,0,0,0,110.232,252.56,15.0,22.4733,22.691999999999997,20.0,277.387,260.256,42.8373,43.0213,41.9733,45.0453,619.328,1.63933,81002.5,9053.18,60907.5,558.443,0,0,0,21.5027,48.1893,3.0,22.991999999999997,22.8213,20.0,378.45300000000003,356.352,43.7227,43.6027,81.0827,82.88,620.48,1.9606700000000001,93498.0,9992.19,86911.7,686.507,0,0,0,22.3693,52.288000000000004,3.0,22.75412,22.7688,20.0,321.9116,299.5584,43.354679999999995,43.263459999999995,57.9904,65.09226,619.9680000000001,1.8149339999999998,89347.42,9499.032000000001,74663.0,624.909,0,0,0,22.0464,50.512,3.0
23,0,15:15,115.66000000000001,113.6174,98.86670000000001,1183.4769999999999,1193.226,206.6173,211.36269999999996,134.2833,140.69070000000002,3093.739,9.08067,452690.0,41151.49,183359.40000000002,2144.511,0,0,0,107.8134,224.2774,15.0,23.088,22.608,19.0,219.52,229.899,39.9333,41.663999999999994,20.741999999999997,22.604,618.56,1.56,88479.1,7347.2,21349.0,334.421,0,0,0,20.9627,44.0347,3.0,23.164,22.808000000000003,20.0,263.808,248.85299999999998,43.06399999999999,42.8987,38.6867,39.6987,619.2,2.03067,92160.0,9612.29,52974.9,518.827,0,0,0,22.136,46.431999999999995,3.0,23.132,22.723480000000002,19.77334,236.69539999999998,238.64520000000002,41.32346,42.27253999999999,26.856659999999998,28.138140000000003,618.7478,1.816134,90538.0,8230.297999999999,36671.880000000005,428.9022,0,0,0,21.56268,44.85548,3.0
24,0,16:30,114.52929999999999,111.9094,94.8,1068.9170000000001,1101.152,192.1973,205.73470000000003,103.8687,114.7853,3085.718,7.3580000000000005,282753.05,27102.199999999997,48658.11000000001,845.1157000000001,0,0,0,100.6241,218.28529999999998,15.0,22.715999999999998,22.1787,18.8,210.795,215.93599999999998,37.8173,40.775999999999996,20.561999999999998,22.604,615.573,1.246,2788.35,2386.94,1978.37,24.2627,0,0,0,19.5533,43.048,3.0,23.0627,22.5613,19.0,216.61900000000003,226.86900000000003,39.2667,41.5227,20.9213,23.144000000000002,618.091,1.7819999999999998,82580.8,7081.98,16311.6,285.024,0,0,0,20.6947,44.864,3.0,22.905859999999997,22.381880000000002,18.96,213.78340000000003,220.2304,38.439460000000004,41.14694000000001,20.77374,22.957060000000002,617.1436,1.4716,56550.61,5420.44,9731.622000000001,169.02314,0,0,0,20.12482,43.657059999999994,3.0
